,0,1,2,3,4,5,6,7,8,9
2017-11-18 00:00:00,0.017589158,0.046650202,0.075068103,0.103169636,0.13058723,0.157591715,0.183911833,0.209768626,0.23496068,0.25966675699999997
2017-11-18 00:02:00,0.021903368124636176,0.050746762379135064,0.0792672253508266,0.10716089663167062,0.13462392392339825,0.16143691495685342,0.18776500286608272,0.21344838521414827,0.2386236369636732,0.2631737746144912
2017-11-18 00:04:00,0.019929858873442608,0.04897980744986487,0.07739478124710167,0.10545026367534446,0.13283382562225626,0.15977529353486858,0.18604511066918145,0.21183183832433827,0.2369657782025353,0.26160012339806604
2017-11-18 00:06:00,0.02093900426438107,0.04983513889565088,0.07836423873944845,0.1062863026242135,0.13374627810044865,0.1605736969835693,0.1868934362952953,0.21258330467605305,0.2377483329777962,0.2623005257309827
2017-11-18 00:08:00,0.020374512590288454,0.049409184980033466,0.07782882404983263,0.10585442434073407,0.1332264402318977,0.16013176920294955,0.18638140045550006,0.2121302136914733,0.23723969199511985,0.2618366798195585
2017-11-18 00:10:00,0.02074276378266822,0.04965437553964593,0.07816422600936873,0.10608668806483576,0.13352203196692858,0.1603415130048147,0.18663506895822707,0.2123126032227758,0.2374518867427616,0.2619896570581665
2017-11-18 00:12:00,0.02046989221514882,0.04948075076112311,0.0778962478988895,0.10589198704651548,0.13325102302951522,0.1601246977780711,0.18635677967409706,0.21207436811804636,0.2371642179960529,0.26173150806552714
2017-11-18 00:14:00,0.020680334053124232,0.04959070281270527,0.07807333011763505,0.105985821655401,0.1333922686245334,0.16019722216658178,0.1864623422303994,0.2121232244977785,0.2372355770354389,0.261755990382495
2017-11-18 00:16:00,0.02049327961925809,0.04947437414532827,0.07787732639161858,0.1058413622528564,0.1331831195066075,0.16002546402816858,0.18623810072917,0.21192587951963174,0.2369956156018127,0.2615351263718979
2017-11-18 00:18:00,0.020640197720358203,0.04953706838940815,0.07798720489236402,0.10588139549474032,0.13325564961760825,0.16004008230568756,0.1862744805684728,0.2119141584169463,0.2369978061913761,0.261497237623539
2017-11-18 00:20:00,0.02049660236258417,0.0494450251792832,0.0778294800085164,0.10576092092178996,0.13308175304381695,0.15989286056535182,0.18608377904146303,0.2117422874206056,0.23679047684598106,0.26130291883921364
2017-11-18 00:22:00,0.02060640545927326,0.0494855283410922,0.07790358711111646,0.1057774689268285,0.13312090676183008,0.1598841684323128,0.18608967184049385,0.2117083094052544,0.2367652420146984,0.26124433530298424
2017-11-18 00:24:00,0.020491862880019838,0.0494066972996476,0.0777691802153518,0.1056680738506222,0.1329658717634005,0.1597462155280712,0.1859141235581035,0.21154398687231327,0.23656983640850174,0.26105585421599764
2017-11-18 00:26:00,0.020574620475513453,0.04943186360726565,0.07781726484575854,0.1056681206980578,0.13298066074031722,0.15972092087437928,0.18589767333236026,0.21149400461413026,0.2365244465829307,0.26098230149216073
2017-11-18 00:28:00,0.020483126700095472,0.04936478536979546,0.0777036815804016,0.10557091425915914,0.1328449903401943,0.1595957246725612,0.18574055003433895,0.2113430466302293,0.23634687832032425,0.2608077812328273
2017-11-18 00:30:00,0.020544544559685768,0.04937715644067865,0.07772994839448638,0.10555587688650386,0.1328377008663101,0.15955355930854012,0.1857017365182548,0.21127467688147009,0.23627874981090674,0.2607144952175606
2017-11-18 00:32:00,0.020470187910187596,0.04931776372918895,0.07763027217664195,0.10546513425829196,0.13271320163071584,0.15943363890102835,0.18555341445489335,0.21112781983320933,0.2361078875695926,0.2605429054515048
2017-11-18 00:34:00,0.020516344545786283,0.04932322514367992,0.07764422943865645,0.105444647596215,0.1326966217461406,0.15938782419232198,0.1855082690502339,0.2110577721255615,0.2360362628502564,0.2604499824721931
2017-11-18 00:36:00,0.02045644208782656,0.04927234904009452,0.07755936295679204,0.1053642444119886,0.13258746859908974,0.15927989927132866,0.1853759379611456,0.210924414503,0.23588210407831586,0.2602932656286789
2017-11-18 00:38:00,0.020489391157589187,0.04926925879234766,0.07755872881901474,0.10533263551333913,0.13255494540726376,0.15922070100612912,0.1853135408244012,0.21083897470940746,0.235791962419406,0.26018314577338664
2017-11-18 00:40:00,0.020440074401369857,0.04922350584447915,0.07748303410090353,0.10525717492076238,0.1324538684243469,0.1591175628029613,0.1851884078590436,0.21071024383161435,0.23564427395644916,0.2600308780467221
2017-11-18 00:42:00,0.020463678850045432,0.049216018756735515,0.07747455848146377,0.10522169997952703,0.1324149466262623,0.15905517507070166,0.1851209820856004,0.2106223780311548,0.23555039208296655,0.25991913929806604
2017-11-18 00:44:00,0.02042230822209155,0.049173253900914114,0.07740439557235422,0.10514773142162473,0.13231715729709556,0.15895201682029014,0.18499706333568286,0.2104921418401424,0.23540201565934535,0.2597639391596909
2017-11-18 00:46:00,0.020438922006040357,0.049163143991183315,0.07739109695147166,0.1051110251548332,0.1322754832739869,0.15888984624474364,0.1849288420479885,0.21040594723219333,0.2353091687996084,0.25965529415939104
2017-11-18 00:48:00,0.02040439350976617,0.049124485885529784,0.07732807411102853,0.10504211782794108,0.13218511989104714,0.15879250352752644,0.18481255914625044,0.2102820816561241,0.2351685500237085,0.25950684595257684
2017-11-18 00:50:00,0.02041477572527093,0.049110279677421285,0.07730775567236774,0.1049999574907478,0.132135651829525,0.1587236860919053,0.1847358193328263,0.21018820336262106,0.23506651964191105,0.2593896174466775
2017-11-18 00:52:00,0.0203856688842424,0.049074944401252096,0.0772504577154884,0.10493522047456914,0.13205140070515298,0.15863132424389448,0.184626098937182,0.21007009242883176,0.2349329511483793,0.2592476562151232
2017-11-18 00:54:00,0.02039128067865054,0.049057881572864566,0.0772252460651728,0.10488965664233203,0.13199692629585638,0.15855862123210274,0.18454418474179868,0.20997186237256976,0.23482551964113166,0.2591256177886088
